"clinical_product_rxcui","dose_form_rxcui"
"848728","317541"
"2536740","317541"
"1790097","1649574"
"799835","316965"
"1424612","402496"
"247463","316992"
"351276","317541"
"1232086","317541"
"2367798","316969"
"1657775","1649574"
"238996","126542"
"1483677","126542"
"996594","316943"
"312748","317541"
"852001","316949"
"359396","317541"
"198373","316985"
"1373226","316985"
"311943","316969"
"2539186","721656"
"2099946","316965"
"349482","316968"
"312390","317541"
"1673024","316965"
"967926","316949"
"967534","316949"
"904782","346285"
"1993077","346169"
"351108","316942"
"1944370","316943"
"197844","316965"
"2588062","316969"
"2105834","1649574"
"252730","317541"
"897957","316949"
"1356841","316968"
"800237","316949"
"198240","317541"
"897982","316949"
"1726680","1649574"
"1793143","1792831"
"562840","316985"
"238175","1649574"
"891795","10652"
"1737343","1649574"
"2265266","91058"
"1371196","316968"
"1014242","316965"
"1292342","316968"
"1593154","1649574"
"1192787","316949"
"1649401","316965"
"809403","317541"
"477372","317541"
"849827","317541"
"197321","317541"
"311665","7670"
"1147378","317541"
"1726210","316942"
"1536840","1535727"
"1797910","1797831"
"1927617","316943"
"1085945","317541"
"1545150","317541"
"199005","316985"
"1014730","316949"
"310489","316945"
"1547615","1649574"
"861007","317541"
"1605171","721656"
"905341","317541"
"835564","317541"
"359732","316945"
"1986385","1649574"
"884532","316943"
"2475863","1649574"
"197626","317541"
"1542813","316985"
"1721314","1649574"
"313263","1649574"
"242831","317541"
"966960","316949"
"978958","316949"
"1049574","316945"
"2118900","316942"
"1988574","316965"
"859863","317541"
"283077","316968"
"308685","316954"
"205305","317541"
"1858261","317541"
"967953","316949"
"317174","317541"
"1246096","316982"
"904880","316987"
"1650142","317541"
"864706","317541"
"242694","1649574"
"310442","1649574"
"351114","1649574"
"2262913","1649574"
"1738527","317541"
"2119701","7670"
"283536","316969"
"1789508","316968"
"1115568","316965"
"1593765","316968"
"905283","317541"
"1099316","317541"
"1302449","317541"
"2367758","1649574"
"2282313","316942"
"197511","317541"
"1431971","316943"
"351257","317541"
"200285","317541"
"1013878","316949"
"1661427","1649572"
"310797","317541"
"243374","317541"
"1653326","1792831"
"1100455","346286"
"1807637","1649574"
"198687","317541"
"1490666","721654"
"863636","316945"
"2591520","316965"
"2386859","316949"
"895290","316949"
"406342","7067"
"197449","316965"
"312468","316986"
"284201","316942"
"1599949","316986"
"200311","316965"
"859190","316942"
"1550700","317007"
"1718589","1649574"
"1012099","346165"
"1919088","316965"
"1596444","744995"
"2400231","316942"
"1726324","1649574"
"1803727","316982"
"311714","316968"
"801067","316949"
"1807549","1649574"
"999449","316949"
"644133","316986"
"1660194","317541"
"308399","91058"
"834146","657710"
"1535470","317541"
"995285","316949"
"1098647","316968"
"1300890","1649574"
"2556799","317541"
"704855","316985"
"1299145","317541"
"1734951","2269573"
"1234571","7670"
"1014748","316949"
"2180409","316950"
"2553501","1649570"
"1049278","316986"
"998675","316987"
"253014","316949"
"1011985","91344"
"312069","1649574"
"309290","316983"
"282838","346286"
"2047642","1540456"
"849115","316964"
"311040","316949"
"2289234","316949"
"2101275","1649574"
"197535","317541"
"899366","316949"
"2392234","1649574"
"312888","316985"
"1087666","316965"
"197902","317541"
"895396","316949"
"308691","346286"
"1000496","317541"
"1546181","721656"
"707587","316982"
"2551204","316965"
"2377367","317541"
"238014","1649574"
"801413","316949"
"104837","317541"
"1806195","316943"
"895994","721654"
"897653","1649574"
"724592","346161"
"1431642","1649574"
"978725","721656"
"996571","317541"
"700370","317541"
"1369406","316965"
"485819","316965"
"284204","317541"
"310430","316965"
"2594600","316943"
"668956","346161"
"1090973","317541"
"386989","91058"
"629568","1649574"
"851941","316949"
"967057","316949"
"1655956","1649574"
"2475400","316965"
"543786","316956"
"106675","1649574"
"1813402","316949"
"731567","721656"
"311248","317541"
"314227","126542"
"311487","1649574"
"421299","316978"
"197975","316965"
"672963","316986"
"1099304","317541"
"2044968","317541"
"997491","316969"
"198277","317541"
"978949","317541"
"308054","317543"
"1441422","1649570"
"2283511","317541"
"1373463","317541"
"858054","721656"
"630977","7670"
"1313985","317541"
"2053517","317690"
"416982","316982"
"1368424","317541"
"899962","316949"
"1243012","317541"
"685054","316965"
"562518","316945"
"1234512","316983"
"1006505","316949"
"1236048","316968"
"1737778","1792831"
"347856","316999"
"2536449","1649574"
"861447","316949"
"200082","317541"
"2377359","317541"
"1599555","317541"
"1001691","91058"
"905083","317541"
"199362","317541"
"1806181","316943"
"1014571","316945"
"313525","317541"
"2464838","316964"
"857366","316982"
"2264206","316986"
"1111018","1540455"
"894814","316943"
"2056743","316964"
"1001689","316968"
"1723757","316965"
"1494740","316982"
"863856","316943"
"403854","317541"
"1052760","316968"
"562502","1649574"
"1594680","317541"
"2178091","721656"
"200238","316949"
"1369403","316968"
"1298439","317541"
"312075","7670"
"197594","317541"
"1099074","316945"
"1000859","316955"
"1728783","1649574"
"1356803","1792831"
"1045406","317541"
"1925494","317541"
"849876","1649574"
"1246822","721656"
"804183","1649574"
"307686","317541"
"750121","7670"
"1293413","316965"
"1053133","7670"
"313761","316965"
"2387338","1649574"
"1090956","316985"
"310364","316986"
"103568","316983"
"313920","316949"
"2552400","1649574"
"309917","316982"
"1999682","1649574"
"1000126","1649574"
"883406","316949"
"1358447","316986"
"1145929","721656"
"153444","346286"
"1946782","317541"
"2387326","721654"
"1729200","1649574"
"2572292","316964"
"1734636","317541"
"309684","316968"
"1486245","91058"
"1098143","316945"
"700851","316968"
"797657","1649574"
"1435624","316968"
"1234584","126542"
"312594","316965"
"1115269","1649574"
"848145","317541"
"2391746","316965"
"197653","317541"
"1603377","316985"
"198907","317541"
"759743","317541"
"198994","316965"
"198765","11108"
"1373471","317541"
"1860132","1649574"
"2479043","316950"
"1862220","721656"
"899588","316949"
"1552450","1792831"
"198428","317541"
"1921075","1649571"
"2003755","1649570"
"860215","317541"
"900077","316949"
"1044396","316949"
"199906","316965"
"845945","316955"
"237847","346169"
"2390644","317541"
"852065","316949"
"794639","316965"
"197797","316965"
"240725","316983"
"1536142","721654"
"309065","316949"
"668538","91058"
"311877","316982"
"1806183","316943"
"198759","317541"
"667889","346165"
"197596","316965"
"828534","316955"
"2166201","316965"
"1656400","1649574"
"1424872","317541"
"1593070","316945"
"889639","316949"
"2472783","317541"
"311550","10312"
"899616","316949"
"892603","316978"
"583214","1649574"
"2200168","316995"
"1245982","721656"
"313896","317541"
"2473383","721656"
"204874","316964"
"310362","346286"
"891661","316949"
"485489","316965"
"1115278","316949"
"1946521","721656"
"2049119","316965"
"562704","317541"
"901550","316945"
"204466","1649574"
"1430122","316965"
"1547116","317541"
"1724784","1649574"
"1607784","317541"
"197736","1649574"
"313566","317541"
"1661504","1649572"
"403890","1649574"
"197555","316965"
"1356582","317541"
"465377","1649574"
"1099888","346165"
"849515","317541"
"1597094","1649574"
"359570","316968"
"891790","316965"
"1302639","317541"
"1233698","316983"
"237726","316965"
"1926853","316942"
"1101446","317541"
"2557386","1649574"
"855344","317541"
"205323","316965"
"892320","316949"
"1872886","797271"
"312068","1649574"
"2288432","316965"
"198444","317541"
"1490473","316965"
"1243842","316945"
"854912","7670"
"748321","316986"
"1673269","721656"
"204913","316968"
"197660","317541"
"1234241","1649572"
"899703","316987"
"2590627","317691"
"2380267","1649571"
"866107","316983"
"993452","721656"
"2551216","316965"
"1741270","1649574"
"1014761","316949"
"1293508","316978"
"1868562","1649574"
"790884","346285"
"1797895","1797831"
"483325","317541"
"1040014","1649574"
"891522","316965"
"834127","7067"
"206842","317541"
"1091150","317541"
"891706","316965"
"1858831","316945"
"197728","316986"
"877057","346286"
"1094560","402496"
"197310","316965"
"2541511","316965"
"1727571","317541"
"1875542","1649574"
"1046997","316945"
"2286288","317541"
"1790818","1649574"
"1085620","316985"
"1014314","316982"
"1359123","317541"
"2045952","317541"
"198853","317541"
"2541233","316946"
"577154","316969"
"436367","316955"
"1551881","346289"
"1050492","317541"
"857224","317541"
"1736037","1861409"
"967910","316949"
"204423","316973"
"966954","316949"
"831246","346161"
"1043399","1792831"
"2268221","317541"
"1789962","316983"
"1603294","317541"
"359321","316985"
"861223","316943"
"701889","316963"
"283858","317541"
"997972","316999"
"2287556","1792831"
"1299871","317541"
"197731","316968"
"1191013","7670"
"433733","10312"
"647877","317541"
"896110","316982"
"2059015","317541"
"996603","316943"
"251154","316968"
"198024","317541"
"313422","317009"
"1544863","797271"
"865210","316987"
"1433249","316943"
"798477","721656"
"1859502","1649574"
"314142","317541"
"393245","316968"
"308345","7670"
"413287","1649574"
"866144","317541"
"810096","317541"
"2594780","1649574"
"1998773","721654"
"284140","346165"
"725023","316987"
"2560228","1649574"
"1303882","316986"
"309367","316982"
"1006688","316983"
"905395","317541"
"1307624","317541"
"889558","316949"
"1600716","317541"
"1996081","316968"
"2119390","126542"
"854252","721656"
"1607792","317541"
"1191265","106332"
"2380611","316995"
"562524","316943"
"2286283","317541"
"701201","316992"
"1148661","797271"
"2262290","317541"
"1791574","316943"
"198601","316985"
"1012320","316949"
"579996","91344"
"312242","316969"
"200299","316965"
"1790095","1649574"
"899475","316949"
"1541630","316968"
"1862691","316945"
"977434","317541"
"722137","317541"
"259287","316965"
"995218","317541"
"895061","316949"
"2122343","10312"
"1604564","316965"
"856845","317541"
"1797650","657710"
"359731","316945"
"856519","317541"
"1006288","316949"
"311207","317541"
"1734355","1649574"
"799056","316945"
"197701","317541"
"2595842","91058"
"312817","316965"
"672601","317541"
"577307","316959"
"1049306","91058"
"1094107","317541"
"848943","1540456"
"995599","317541"
"1665679","1649572"
"1304979","316965"
"1737449","1649574"
"309286","10312"
"1115555","317541"
"237378","1649574"
"260260","317541"
"856783","317541"
"1099861","317541"
"967543","316949"
"967951","316949"
"1091210","316945"
"1729031","317541"
"854919","317541"
"686185","1649574"
"1246831","316965"
"706952","346286"
"2279426","346289"
"1232574","1649574"
"2168592","316968"
"197634","316965"
"1246673","316983"
"1095281","1649574"
"849499","316986"
"197316","317541"
"1053397","1792831"
"313564","317541"
"198581","317541"
"199172","317541"
"2539191","721656"
"1796089","316945"
"2101464","1649574"
"198641","317541"
"1667672","316965"
"1665356","316943"
"900885","316949"
"2104611","1649574"
"317865","91058"
"244647","316986"
"1796077","317541"
"864714","316949"
"858356","346286"
"308512","316985"
"856944","316968"
"205328","317541"
"1005924","317541"
"1049683","317541"
"103456","316982"
"1433873","317541"
"2177498","1649574"
"1494214","402496"
"2099132","7670"
"1551993","317541"
"308998","316999"
"314154","317541"
"581456","346169"
"2257673","346285"
"1298861","317541"
"664988","316965"
"261962","316965"
"1801298","316945"
"259082","316982"
"1864324","1649574"
"1659988","1649574"
"2047716","317541"
"1373144","106332"
"1860129","316945"
"618364","316965"
"199192","317541"
"807239","721656"
"1721278","1649574"
"1738536","346165"
"1876355","346165"
"1100387","346286"
"2266819","316985"
"1654008","1649574"
"1192509","316985"
"2380858","721656"
"855664","10312"
"282812","316983"
"1799212","317541"
"2591419","1649574"
"1718993","1649574"
"898694","317541"
"857512","316943"
"2121072","316965"
"312910","7670"
"977427","317541"
"198222","317541"
"745302","316949"
"309314","317541"
"2465253","1649574"
"727531","721656"
"1666831","316987"
"2269305","316943"
"577049","316945"
"200140","316968"
"850087","316945"
"1114854","316975"
"996655","316968"
"1250234","316986"
"1297843","316949"
"403849","317541"
"410929","316965"
"310490","317541"
"1726204","1649574"
"577957","317541"
"2167679","91058"
"197577","317541"
"240865","316965"
"967947","316949"
"852090","316949"
"309045","316965"
"1855523","721656"
"245501","316965"
"1536999","1535727"
"1368431","317541"
"244557","316985"
"284194","1649574"
"897364","316949"
"2046579","317541"
"1191323","657710"
"578803","316950"
"1357010","316968"
"477433","316965"
"198479","317541"
"1859498","1540456"
"347166","316999"
"244556","316985"
"1093098","316942"
"283215","316989"
"1245230","316955"
"1049214","317541"
"1593288","346285"
"1729086","1649574"
"476345","317541"
"1718983","1540455"
"2256937","317541"
"1740437","657710"
